#Year	1	2	3	4	5	6	7	8	9	10	11	12
1884	3	12	0	0	0	0	0	0	0	0	3	10
1885	12	21	5	0	0	0	0	0	0	0	0	5
1886	9	22	3	0	0	0	0	0	0	0	0	8
1887	10	15	0	0	0	0	0	0	0	0	0	2
1888	5	15	0	0	0	0	0	0	0	0	0	2
1889	12	11	2	0	0	0	0	0	0	0	0	4
1890	9	2	6	0	0	0	0	0	0	0	0	3
1891	3	14	5	0	0	0	0	0	0	0	0	6
1892	8	5	5	0	0	0	0	0	0	0	3	11
1893	11	16	3	0	0	0	0	0	0	0	0	5
1894	9	4	3	0	0	0	0	0	0	0	0	8
1895	13	1	7	0	0	0	0	0	0	0	0	6
1896	2	14	8	0	0	0	0	0	0	0	0	8
1897	3	17	0	0	0	0	0	0	0	0	5	12
1898	14	7	2	0	0	0	0	0	0	0	1	6
1899	17	10	1	0	0	0	0	0	0	0	3	0
1900	17	12	3	0	0	0	0	0	0	0	1	3
1901	0	19	0	0	0	0	0	0	0	0	0	6
1902	3	12	0	0	0	0	0	0	0	0	0	2
1903	15	6	0	0	0	0	0	0	0	0	2	10
1904	8	3	4	0	0	0	0	0	0	0	1	12
1905	5	16	7	3	0	0	0	0	0	0	0	1
1906	13	7	5	0	0	0	0	0	0	0	0	7
1907	6	11	7	0	0	0	0	0	0	0	0	5
1908	5	10	9	0	0	0	0	0	0	0	1	3
1909	6	4	1	0	0	0	0	0	0	0	0	4
1910	8	8	4	0	0	0	0	0	0	0	1	10
1911	13	7	0	0	0	0	0	0	0	0	0	2
1912	14	9	6	0	0	0	0	0	0	0	0	8
1913	12	6	3	0	0	0	0	0	0	0	2	11
1914	2	3	2	0	0	0	0	0	0	0	0	2
1915	6	5	0	0	0	0	0	0	0	0	0	3
1916	8	9	4	0	0	0	0	0	0	0	3	5
1917	18	10	6	0	0	0	0	0	0	0	0	12
1918	30	7	0	0	0	0	0	0	0	0	0	4
1919	5	7	0	0	0	0	0	0	0	0	2	6
1920	16	8	7	0	0	0	0	0	0	0	0	2
1921	14	6	4	0	0	0	0	0	0	0	0	0
1922	7	4	1	0	0	0	0	0	0	0	4	5
1923	8	14	0	0	0	0	0	0	0	0	0	4
1924	4	12	2	0	0	0	0	0	0	0	3	3
1925	14	15	0	1	0	0	0	0	0	0	0	6
1926	2	4	0	0	0	0	0	0	0	0	0	8
1927	10	8	8	0	0	0	0	0	0	0	0	3
1928	9	12	1	0	0	0	0	0	0	0	0	0
1929	2	9	4	0	0	0	0	0	0	0	0	4
1930	23	12	7	0	0	0	0	0	0	0	0	4
1931	9	5	0	0	0	0	0	0	0	0	0	6
1932	5	13	5	0	0	0	0	0	0	0	0	7
1933	21	2	3	0	0	0	0	0	0	0	0	0
1934	16	8	3	0	0	0	0	0	0	0	0	5
1935	9	3	0	0	0	0	0	0	0	0	0	13
1936	12	5	13	0	0	0	0	0	0	0	0	3
1937	7	9	2	0	0	0	0	0	0	0	1	1
1938	8	7	7	0	0	0	0	0	0	0	0	4
1939	6	0	0	2	0	0	0	0	0	0	0	4
1947	3	16	4	0	0	0	0	0	0	0	0	7
1948	12	5	2	0	0	0	0	0	0	0	3	0
1949	14	8	0	0	0	0	0	0	0	0	0	0
1950	2	11	0	0	0	0	0	0	0	0	1	13
1951	14	6	6	0	0	0	0	0	0	0	1	3
1952	6	6	1	0	0	0	0	0	0	0	0	12
1953	8	5	2	0	0	0	0	0	0	0	2	4
1954	6	9	8	0	0	0	0	0	0	0	0	9
1955	18	3	0	0	0	0	0	0	0	0	0	0
1956	17	7	1	0	0	0	0	0	0	0	5	8
1957	6	18	4	0	0	0	0	0	0	0	0	1
1958	12	15	1	0	0	0	0	0	0	0	0	0
1959	15	7	4	0	0	0	0	0	0	0	0	6
1960	10	3	0	1	0	0	0	0	0	0	0	8
1961	13	5	0	0	0	0	0	0	0	0	0	2
1962	20	5	4	0	0	0	0	0	0	0	3	4
1963	19	4	2	0	0	0	0	0	0	0	0	3
1964	12	10	0	0	0	0	0	0	0	0	0	5
1965	2	1	3	0	0	0	0	0	0	0	0	9
1966	3	5	0	0	0	0	0	0	0	0	0	7
1967	18	15	4	0	0	0	0	0	0	0	0	11
1968	1	27	5	0	0	0	0	0	0	0	0	1
1969	8	14	2	2	0	0	0	0	0	0	0	7
1970	14	1	2	0	0	0	0	0	0	0	0	1
1971	15	8	0	0	0	0	0	0	0	0	1	3
1972	9	9	4	0	0	0	0	0	0	0	0	4
1973	5	0	0	0	0	0	0	0	0	0	0	8
1974	5	14	1	2	0	0	0	0	0	0	0	3
1975	3	0	2	0	0	0	0	0	0	0	3	19
1976	6	2	3	0	0	0	0	0	0	0	2	8
1977	15	17	1	0	0	0	0	0	0	0	0	0
1978	13	8	2	0	0	0	0	0	0	0	0	0
1979	3	2	0	0	0	0	0	0	0	0	1	1
1980	4	13	0	0	0	0	0	0	0	0	0	0
1981	4	4	0	0	0	0	0	0	0	0	1	5
1982	1	6	0	0	0	0	0	0	0	0	0	10
1983	14	7	4	0	0	0	0	0	0	0	0	6
1984	17	10	2	0	0	0	0	0	0	0	0	8
1985	6	4	4	0	0	0	0	0	0	0	0	8
1986	7	7	5	0	0	0	0	0	0	0	0	2
1987	2	2	0	0	0	0	0	0	0	0	3	7
1988	1	4	7	0	0	0	0	0	0	0	0	0
1989	9	7	2	0	0	0	0	0	0	0	0	0
1990	7	6	6	0	0	0	0	0	0	0	0	2
1991	2	1	1	0	0	0	0	0	0	0	0	4
1992	7	4	3	0	0	0	0	0	0	0	0	1
1993	16	0	1	0	0	0	0	0	0	0	1	6
